"price","trim","isOneOwner","mileage","year","color","fuel","soundSystem","wheelType","displacement"
25.995,"550",FALSE,85.76,2007,"Silver","Gasoline","Harman Kardon","unsp",5.5
29.9,"550",TRUE,53.829,2007,"Silver","Gasoline","Premium","Alloy",5.5
29.998,"550",TRUE,51.656,2007,"Silver","Gasoline","Harman Kardon","Alloy",5.5
32.9,"550",FALSE,66.75,2008,"Other","Gasoline","Premium","Alloy",5.5
25.9,"550",FALSE,99.357,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
38,"550",FALSE,55.169,2009,"Black","Gasoline","Harman Kardon","Alloy",5.5
28.9,"550",FALSE,69.494,2007,"Silver","Gasoline","Harman Kardon","unsp",5.5
34.995,"550",FALSE,79.641,2008,"Other","Gasoline","Harman Kardon","unsp",5.5
32.995,"550",TRUE,68.642,2007,"Black","Gasoline","unsp","Alloy",5.5
30.888,"550",FALSE,44.035,2007,"Black","Gasoline","unsp","unsp",5.5
32.995,"550",FALSE,48.51,2007,"Other","Gasoline","unsp","unsp",5.5
33.5,"550",FALSE,46.071,2007,"Other","Gasoline","Premium","unsp",5.5
29.888,"550",TRUE,73.999,2007,"Black","Gasoline","Premium","unsp",5.5
32.998,"550",TRUE,30.32,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
65,"550",TRUE,56.045,2008,"Other","Gasoline","Premium","Alloy",5.5
31.988,"550",FALSE,81.231,2008,"Silver","Gasoline","unsp","unsp",5.5
26.995,"550",FALSE,76.537,2007,"Other","Gasoline","Premium","unsp",5.5
27.591,"550",FALSE,62.657,2007,"Black","Gasoline","unsp","Alloy",5.5
22.99,"550",FALSE,115.289,2008,"Black","Gasoline","unsp","Alloy",5.5
35.98,"550",FALSE,69.57,2008,"Silver","Gasoline","Premium","Alloy",5.5
24.995,"550",FALSE,102.01,2008,"Black","Gasoline","Premium","Alloy",5.5
34.991,"550",FALSE,68.951,2008,"Other","Gasoline","Premium","Alloy",5.5
26.999,"550",FALSE,92.873,2007,"Black","Gasoline","unsp","Alloy",5.5
25.988,"550",FALSE,89.695,2007,"Other","Gasoline","Harman Kardon","unsp",5.5
22.41,"550",FALSE,119.038,2007,"White","Gasoline","unsp","unsp",5.5
29.995,"550",FALSE,63.288,2008,"Black","Gasoline","Premium","unsp",5.5
33.988,"550",TRUE,55.045,2008,"Other","Gasoline","Harman Kardon","Alloy",5.5
29,"550",FALSE,98.754,2008,"Other","Gasoline","unsp","Alloy",5.5
41.9,"550",FALSE,10.877,2008,"Silver","Gasoline","unsp","Alloy",5.5
31.995,"550",FALSE,38.65,2007,"Other","Gasoline","unsp","unsp",5.5
19.795,"550",FALSE,123.086,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
33.49,"550",TRUE,56.545,2009,"White","Gasoline","unsp","unsp",5.5
29.901,"550",FALSE,42.248,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
23.999,"550",FALSE,90.674,2007,"White","Gasoline","Premium","unsp",5.5
28.744,"550",FALSE,86.687,2008,"White","Gasoline","unsp","Alloy",5.5
31.999,"550",TRUE,70.954,2008,"White","Gasoline","Harman Kardon","Alloy",5.5
35.999,"550",FALSE,52.301,2009,"White","Gasoline","unsp","Alloy",5.5
27.9,"550",TRUE,98.97,2007,"Black","Gasoline","unsp","unsp",5.5
30.995,"550",FALSE,42.055,2008,"Other","Gasoline","unsp","Alloy",5.5
34.995,"550",TRUE,48.516,2007,"Black","Gasoline","unsp","Alloy",5.5
19.995,"550",FALSE,118.929,2007,"Other","Gasoline","unsp","unsp",5.5
19.98,"550",FALSE,129.896,2007,"Other","Gasoline","Harman Kardon","Premium",5.5
22.45,"550",TRUE,74.173,2007,"Silver","Gasoline","unsp","unsp",5.5
28.999,"550",TRUE,121.026,2007,"Other","Gasoline","unsp","unsp",5.5
12,"550",FALSE,91.3,2007,"Black","Gasoline","unsp","unsp",5.5
27.999,"550",FALSE,69.323,2008,"Black","Gasoline","Premium","Alloy",5.5
43.82,"Other",FALSE,66.999,2008,"Other","Gasoline","unsp","unsp",5.5
44.999,"Other",FALSE,55.781,2008,"White","Gasoline","Premium","unsp",5.5
38.984,"Other",FALSE,26.787,2007,"Silver","Gasoline","Harman Kardon","Alloy",5.5
49.981,"Other",FALSE,29.607,2009,"White","Gasoline","unsp","unsp",6.3
31.998,"Other",FALSE,100.082,2008,"Black","Gasoline","unsp","Alloy",6.3
47.991,"Other",FALSE,45.32,2008,"White","Gasoline","Harman Kardon","unsp",6.3
63.8,"Other",FALSE,40.121,2009,"Other","Gasoline","unsp","unsp",6.3
41.541,"Other",TRUE,54.137,2008,"Black","Gasoline","Premium","Alloy",6.3
58.85,"Other",TRUE,32.823,2009,"White","Gasoline","unsp","unsp",6.3
59.88,"Other",FALSE,27.501,2009,"White","Gasoline","Premium","Alloy",6.3
57.9,"Other",FALSE,48.9,2007,"White","Gasoline","unsp","unsp",6
54.995,"Other",FALSE,29.744,2007,"Other","Gasoline","unsp","unsp",6
50.999,"Other",TRUE,32.115,2007,"Other","Gasoline","Premium","Premium",6
77.9,"Other",FALSE,11.4,2008,"Black","Gasoline","Harman Kardon","Alloy",6
49.999,"Other",FALSE,68.444,2007,"Other","Gasoline","Harman Kardon","unsp",6
45.8,"Other",FALSE,51.375,2007,"Silver","Gasoline","Harman Kardon","unsp",6
39.85,"550",FALSE,49.704,2010,"Black","Gasoline","Harman Kardon","Alloy",5.5
47.995,"550",TRUE,40.616,2010,"White","Gasoline","Premium","unsp",5.5
46.9,"550",FALSE,31.35,2011,"Other","Gasoline","Harman Kardon","Alloy",5.5
40.495,"550",FALSE,41.754,2011,"Black","Gasoline","Premium","Alloy",5.5
46.988,"550",FALSE,28.734,2010,"Black","Gasoline","unsp","Alloy",5.5
42.9,"550",TRUE,32.715,2010,"White","Gasoline","Premium","Alloy",5.5
42.991,"550",FALSE,74.244,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
48.656,"550",FALSE,31.03,2011,"Other","Gasoline","Premium","unsp",5.5
56.995,"550",FALSE,11.693,2011,"Black","Gasoline","Premium","Alloy",5.5
39.998,"550",FALSE,28.743,2010,"Black","Gasoline","Harman Kardon","Premium",5.5
36.995,"550",FALSE,61.622,2010,"Black","Gasoline","unsp","unsp",5.5
38.977,"550",FALSE,46.165,2010,"Other","Gasoline","Premium","Alloy",5.5
42.995,"550",FALSE,50.128,2011,"White","Gasoline","Premium","unsp",5.5
39.99,"550",TRUE,45.769,2010,"Other","Gasoline","Premium","unsp",5.5
39.986,"550",FALSE,50.908,2010,"Silver","Gasoline","Harman Kardon","Alloy",5.5
58.995,"550",FALSE,23.727,2011,"Silver","Gasoline","Premium","Alloy",5.5
59.888,"550",TRUE,14.887,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
44.9,"550",FALSE,53.85,2012,"Black","Gasoline","Premium","unsp",4.6
74.991,"550",TRUE,17.326,2013,"White","Gasoline","unsp","unsp",4.6
69.991,"550",FALSE,18.896,2013,"Black","Gasoline","unsp","unsp",4.6
62.995,"550",TRUE,6.988,2013,"White","Gasoline","Harman Kardon","Alloy",4.6
53.995,"550",TRUE,38.595,2013,"Black","Gasoline","unsp","unsp",4.6
75.9,"550",FALSE,25.638,2013,"Black","Gasoline","Harman Kardon","Alloy",4.6
53.495,"550",FALSE,26.92,2013,"Black","Gasoline","unsp","unsp",4.6
57.991,"550",FALSE,13.939,2012,"Black","Gasoline","Harman Kardon","unsp",4.6
71.888,"550",TRUE,17.785,2013,"Other","Gasoline","unsp","unsp",4.6
66.999,"550",TRUE,16.724,2013,"Black","Gasoline","unsp","unsp",4.6
59.991,"550",TRUE,16.923,2012,"Silver","Gasoline","unsp","unsp",4.6
53.888,"550",FALSE,22.944,2012,"Black","Gasoline","unsp","unsp",4.6
61.991,"550",TRUE,30.298,2012,"Black","Gasoline","unsp","unsp",4.6
60.994,"550",FALSE,23.507,2013,"White","Gasoline","unsp","unsp",4.6
54.98,"550",TRUE,13.842,2012,"Other","Gasoline","Premium","Alloy",4.6
57.8,"550",FALSE,30.871,2013,"Silver","Gasoline","unsp","unsp",4.6
75.9,"550",TRUE,11.802,2013,"Black","Gasoline","Harman Kardon","Alloy",4.6
56.888,"Other",TRUE,63.02,2011,"Black","Gasoline","Bang Olufsen","Alloy",5.5
57.999,"Other",TRUE,48.01,2010,"Black","Gasoline","Harman Kardon","Alloy",6.3
57.995,"Other",TRUE,35.202,2010,"Silver","Gasoline","Premium","Alloy",6.3
44.541,"Other",TRUE,42.341,2010,"Other","Gasoline","Premium","Premium",6.3
26.9,"550",TRUE,55.576,2007,"White","Gasoline","unsp","unsp",5.5
24.995,"550",FALSE,100.995,2009,"Black","Gasoline","Harman Kardon","Alloy",5.5
28.9,"550",FALSE,87.55,2007,"Silver","Gasoline","unsp","unsp",5.5
29.5,"550",FALSE,121.019,2007,"Black","Gasoline","unsp","Alloy",5.5
25.499,"550",FALSE,83.248,2008,"Black","Gasoline","unsp","unsp",5.5
36.5,"550",TRUE,59.686,2009,"White","Gasoline","Premium","Alloy",5.5
40.892,"550",TRUE,29.612,2008,"Black","Gasoline","Premium","Alloy",5.5
31.47,"550",FALSE,70.27,2008,"Silver","Gasoline","unsp","Alloy",5.5
29.995,"550",FALSE,76.55,2008,"Silver","Gasoline","Harman Kardon","unsp",5.5
39.666,"550",FALSE,61.02,2009,"Black","Gasoline","Premium","Alloy",5.5
35.9,"550",FALSE,39.02,2009,"White","Gasoline","Premium","Alloy",5.5
29,"550",FALSE,63.147,2007,"Other","Gasoline","unsp","unsp",5.5
25.995,"550",FALSE,65.723,2007,"Other","Gasoline","unsp","unsp",5.5
24.524,"550",FALSE,95.333,2008,"Black","Gasoline","unsp","unsp",5.5
22.865,"550",FALSE,115.627,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
26.99,"550",FALSE,91.069,2008,"Silver","Gasoline","Harman Kardon","unsp",5.5
26,"550",FALSE,85.351,2008,"Other","Gasoline","unsp","Alloy",5.5
33.981,"550",FALSE,33.686,2007,"Silver","Gasoline","unsp","unsp",5.5
21.995,"550",FALSE,108,2007,"White","Gasoline","Premium","Alloy",5.5
31.995,"550",FALSE,70.342,2007,"Black","Gasoline","unsp","Alloy",5.5
28.975,"550",FALSE,71.585,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
29.9,"550",FALSE,77,2009,"Black","Gasoline","Premium","unsp",5.5
35.998,"550",TRUE,54.739,2009,"Other","Gasoline","unsp","unsp",5.5
17.994,"550",FALSE,146.468,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
29.787,"550",FALSE,56.255,2007,"Silver","Gasoline","unsp","Alloy",5.5
29.5,"550",FALSE,80.133,2007,"Other","Gasoline","unsp","Alloy",5.5
35.993,"550",FALSE,49.137,2008,"Black","Gasoline","unsp","unsp",5.5
26.418,"550",FALSE,82.104,2007,"Black","Gasoline","Premium","Alloy",5.5
29.8,"550",FALSE,75.434,2007,"Other","Gasoline","unsp","Alloy",5.5
35.9,"550",FALSE,71.649,2008,"Silver","Gasoline","Premium","Alloy",5.5
18.524,"550",FALSE,126.824,2007,"Other","Gasoline","Harman Kardon","unsp",5.5
28.9,"550",FALSE,96.251,2009,"Silver","Gasoline","unsp","Alloy",5.5
38.5,"550",FALSE,62.455,2009,"Black","Gasoline","unsp","Alloy",5.5
29.88,"550",FALSE,89.886,2008,"Black","Gasoline","Premium","unsp",5.5
39.885,"550",FALSE,53.028,2008,"White","Gasoline","unsp","Alloy",5.5
33.995,"550",FALSE,79.028,2009,"White","Gasoline","Premium","unsp",5.5
49.99,"Other",TRUE,24.094,2012,"Other","Diesel","Harman Kardon","unsp",3
53.999,"Other",FALSE,49.329,2013,"White","Diesel","Harman Kardon","Alloy",3
38.99,"550",TRUE,57.932,2010,"White","Gasoline","Harman Kardon","Alloy",5.5
47.995,"550",TRUE,46,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
63.888,"550",FALSE,12.681,2011,"Black","Gasoline","unsp","unsp",5.5
51.99,"550",TRUE,22.914,2011,"Other","Gasoline","Premium","Alloy",5.5
43.503,"550",FALSE,25.381,2010,"Black","Gasoline","Harman Kardon","Alloy",5.5
39.995,"550",FALSE,57.516,2011,"Black","Gasoline","Harman Kardon","unsp",5.5
45.5,"550",TRUE,53.505,2010,"Black","Gasoline","Premium","Alloy",5.5
56.975,"550",TRUE,3.702,2010,"White","Gasoline","Premium","Alloy",5.5
43.991,"550",FALSE,30.006,2010,"White","Gasoline","unsp","Alloy",5.5
45.996,"550",FALSE,61.337,2011,"Black","Gasoline","Harman Kardon","Premium",5.5
61.45,"550",TRUE,11.57,2011,"Other","Gasoline","unsp","unsp",5.5
44.999,"550",FALSE,29.603,2011,"Silver","Gasoline","Harman Kardon","Alloy",5.5
39.995,"550",FALSE,56.987,2010,"White","Gasoline","Harman Kardon","Alloy",5.5
40.9,"550",TRUE,46.752,2010,"Black","Gasoline","unsp","Alloy",5.5
54.999,"550",FALSE,39.829,2011,"Black","Gasoline","Harman Kardon","Alloy",5.5
48.997,"550",FALSE,40.466,2010,"Black","Gasoline","Harman Kardon","unsp",5.5
40.999,"550",FALSE,39.467,2010,"Black","Gasoline","unsp","Alloy",5.5
39.995,"550",FALSE,22.332,2011,"Black","Gasoline","unsp","Alloy",5.5
48.755,"550",FALSE,22.833,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
62.997,"550",FALSE,35.37,2013,"Silver","Gasoline","unsp","unsp",4.6
47.99,"550",TRUE,46.256,2012,"Silver","Gasoline","unsp","Alloy",4.6
40.999,"550",TRUE,26.69,2012,"Silver","Gasoline","Premium","Alloy",4.6
49.95,"550",FALSE,59.022,2012,"White","Gasoline","Premium","unsp",4.6
53.999,"550",TRUE,25.101,2013,"Black","Gasoline","Premium","unsp",4.6
49.995,"550",FALSE,26.029,2012,"Silver","Gasoline","Harman Kardon","Alloy",4.6
63.995,"550",FALSE,16.116,2012,"Black","Gasoline","Harman Kardon","Alloy",4.6
49.972,"550",FALSE,27.606,2012,"Black","Gasoline","Harman Kardon","unsp",4.6
44.99,"550",FALSE,34.05,2013,"Other","Gasoline","Harman Kardon","unsp",4.6
62.5,"550",TRUE,24.278,2013,"Black","Gasoline","Harman Kardon","unsp",4.6
50.999,"550",FALSE,14.251,2013,"Black","Gasoline","unsp","Alloy",4.6
58,"550",FALSE,22.55,2012,"Black","Gasoline","unsp","Premium",4.6
44.5,"550",FALSE,16.3,2012,"Black","Gasoline","Harman Kardon","unsp",4.6
53.999,"550",FALSE,25.861,2013,"Black","Gasoline","Premium","Premium",4.6
63.991,"550",FALSE,28.701,2012,"Black","Gasoline","unsp","unsp",4.6
46.996,"550",TRUE,26,2012,"Black","Gasoline","Premium","Premium",4.6
47.955,"550",FALSE,40.596,2013,"Black","Gasoline","Harman Kardon","Alloy",4.6
45.097,"550",TRUE,62.557,2013,"Other","Gasoline","Harman Kardon","Alloy",4.6
57.995,"550",FALSE,36.687,2013,"Black","Gasoline","Premium","Alloy",4.6
58.99,"550",FALSE,22.958,2012,"Other","Gasoline","unsp","Alloy",4.6
51.795,"550",TRUE,29.621,2012,"Silver","Gasoline","Premium","unsp",4.6
48.5,"550",FALSE,28.573,2012,"Other","Gasoline","unsp","Alloy",4.6
59.998,"550",TRUE,10.364,2012,"Other","Gasoline","Harman Kardon","Alloy",4.6
51.9,"550",TRUE,25.886,2013,"Other","Gasoline","Harman Kardon","Alloy",4.6
36.999,"Other",TRUE,46.205,2010,"Silver","Hybrid","Premium","Alloy",3.5
1.45,"Other",FALSE,225.814,1995,"Black","Gasoline","unsp","unsp",3.2
5.999,"Other",FALSE,208.953,1995,"Other","Gasoline","unsp","unsp",3.2
3.995,"Other",FALSE,130.986,1995,"Other","Gasoline","unsp","Alloy",3.2
4.5,"Other",FALSE,119.441,1995,"Other","Gasoline","Premium","Alloy",3.2
10.995,"Other",FALSE,68.415,1999,"Other","Gasoline","unsp","unsp",3.2
6.995,"Other",FALSE,108.961,1997,"Black","Gasoline","unsp","Alloy",4.2
6.9,"Other",FALSE,104.035,1998,"Silver","Gasoline","unsp","unsp",4.2
2.495,"500",FALSE,154.832,1996,"Black","Gasoline","unsp","Alloy",5
7.5,"500",FALSE,61.266,1995,"Other","Gasoline","unsp","Alloy",5
5.995,"500",FALSE,119.889,1995,"Black","Gasoline","Premium","Alloy",5
7.988,"500",FALSE,90.094,1997,"White","Gasoline","unsp","Alloy",5
4.344,"500",FALSE,196.151,1998,"Other","Gasoline","unsp","unsp",5
7.999,"Other",FALSE,149.895,2006,"Black","Gasoline","Premium","unsp",3.7
19.899,"Other",FALSE,23.097,2006,"White","Gasoline","Premium","Alloy",3.7
7.995,"430",FALSE,124.482,2001,"Other","Gasoline","unsp","Alloy",4.3
12.991,"430",FALSE,62.536,2001,"White","Gasoline","Premium","Alloy",4.3
8.995,"430",FALSE,138.02,2000,"Black","Gasoline","unsp","unsp",4.3
7.495,"430",FALSE,103.356,2002,"Silver","Gasoline","unsp","Alloy",4.3
18.991,"430",FALSE,90.539,2004,"White","Gasoline","Premium","Alloy",4.3
12.8,"430",TRUE,30.308,2001,"Black","Gasoline","Premium","unsp",4.3
14.295,"430",FALSE,83.467,2005,"Silver","Gasoline","Bose","Alloy",4.3
14.999,"430",FALSE,99.458,2005,"White","Gasoline","unsp","Alloy",4.3
6.995,"430",FALSE,135.486,2002,"White","Gasoline","Premium","Alloy",4.3
12.9,"430",FALSE,69.963,2000,"Black","Gasoline","unsp","unsp",4.3
9.995,"430",FALSE,120.074,2004,"Black","Gasoline","unsp","unsp",4.3
14.999,"430",FALSE,98.264,2005,"Black","Gasoline","unsp","unsp",4.3
14.883,"430",FALSE,66.077,2005,"Other","Gasoline","Bose","Alloy",4.3
4.5,"430",FALSE,249.219,2000,"Silver","Gasoline","unsp","Alloy",4.3
4.75,"430",FALSE,169.506,2002,"Black","Gasoline","Premium","unsp",4.3
11.495,"430",FALSE,112.562,2005,"Black","Gasoline","Premium","unsp",4.3
4.8,"430",FALSE,197.147,2001,"Black","Gasoline","Premium","unsp",4.3
13.961,"430",FALSE,56.642,2002,"Silver","Gasoline","Bose","Alloy",4.3
9.992,"430",FALSE,106.285,2003,"Other","Gasoline","Bose","Alloy",4.3
8.95,"430",FALSE,153.4,2001,"Black","Gasoline","unsp","Alloy",4.3
10.995,"430",FALSE,103,2002,"Black","Gasoline","Premium","Alloy",4.3
11.995,"430",FALSE,137.242,2006,"Silver","Gasoline","Premium","unsp",4.3
14.988,"430",FALSE,84.81,2000,"Other","Gasoline","unsp","unsp",4.3
9.996,"430",FALSE,110.399,2003,"Other","Gasoline","Bose","Alloy",4.3
4.4,"430",FALSE,148.822,2003,"Other","Gasoline","unsp","unsp",4.3
13.978,"430",FALSE,115,2005,"White","Gasoline","Premium","Alloy",4.3
16.9,"430",TRUE,74.325,2006,"Silver","Gasoline","Bose","unsp",4.3
8.991,"430",FALSE,82.535,2001,"White","Gasoline","Bose","Alloy",4.3
8.995,"430",FALSE,79.993,2002,"Other","Gasoline","unsp","unsp",4.3
5.988,"430",FALSE,141.625,2002,"Silver","Gasoline","unsp","unsp",4.3
18.95,"430",FALSE,53.116,2005,"Black","Gasoline","unsp","unsp",4.3
13.999,"430",FALSE,96.438,2006,"Black","Gasoline","Bose","Premium",4.3
12.999,"430",FALSE,82.394,2004,"Other","Gasoline","Premium","unsp",4.3
9.995,"430",FALSE,66.281,2000,"Silver","Gasoline","unsp","Alloy",4.3
7.995,"Other",FALSE,136.89,2002,"Black","Gasoline","unsp","unsp",5.4
7.3,"Other",FALSE,121.969,2002,"Black","Gasoline","unsp","unsp",5.4
6.999,"Other",FALSE,130.8,2001,"Other","Gasoline","unsp","Alloy",5.4
25.925,"500",FALSE,55.579,2006,"Black","Gasoline","unsp","unsp",5
4.995,"500",FALSE,151.251,2000,"Silver","Gasoline","unsp","unsp",5
12.9,"500",FALSE,86.373,2002,"Black","Gasoline","unsp","Alloy",5
19.999,"500",FALSE,49.396,2005,"Other","Gasoline","Bose","Alloy",5
8.995,"500",FALSE,110.279,2002,"Black","Gasoline","Premium","Alloy",5
9.991,"500",FALSE,171,2006,"Silver","Gasoline","unsp","unsp",5
5.992,"500",FALSE,113.009,2000,"Other","Gasoline","unsp","Alloy",5
11.2,"500",TRUE,106.257,2003,"Black","Gasoline","unsp","Alloy",5
9,"500",TRUE,98.45,2002,"Black","Gasoline","Bose","Alloy",5
22.995,"500",FALSE,39.603,2006,"Black","Gasoline","Premium","Alloy",5
8.495,"500",FALSE,91.544,2002,"Black","Gasoline","Premium","Alloy",5
14.99,"500",FALSE,70,2004,"Silver","Gasoline","Premium","unsp",5
9.5,"500",FALSE,189.23,2006,"Other","Gasoline","Premium","unsp",5
8.75,"500",FALSE,127.466,2002,"Black","Gasoline","Premium","Alloy",5
13.68,"500",FALSE,84.501,2003,"Silver","Gasoline","Bose","unsp",5
7.99,"500",FALSE,100.281,2002,"White","Gasoline","Premium","unsp",5
9.988,"500",FALSE,145.001,2002,"Black","Gasoline","unsp","unsp",5
13,"500",FALSE,91.454,2002,"Other","Gasoline","unsp","Alloy",5
2,"500",FALSE,139.749,2002,"Silver","Gasoline","unsp","Alloy",5
12.991,"500",FALSE,133.841,2006,"White","Gasoline","Premium","Alloy",5
5.999,"500",FALSE,139.572,2000,"Other","Gasoline","unsp","unsp",5
12.8,"500",FALSE,140.483,2000,"Silver","Gasoline","Premium","unsp",5
7.998,"500",FALSE,132.187,2001,"White","Gasoline","unsp","unsp",5
9.977,"500",FALSE,102.396,2000,"Other","Gasoline","Premium","other",5
13.99,"Other",FALSE,86.256,2003,"Black","Gasoline","unsp","unsp",5.5
16.995,"Other",FALSE,62.315,2003,"Black","Gasoline","unsp","unsp",5.5
29.899,"Other",FALSE,46.319,2006,"White","Gasoline","unsp","unsp",6
42.888,"Other",FALSE,18.741,2006,"Black","Gasoline","Premium","unsp",6
26.995,"Other",FALSE,78.695,2006,"Silver","Gasoline","Bose","unsp",6
6.49,"430",FALSE,144.494,2003,"Silver","Gasoline","unsp","Alloy",4.3
11.988,"430",FALSE,87.57,2003,"Silver","Gasoline","Premium","Alloy",4.3
15,"430",TRUE,92.433,2006,"Silver","Gasoline","unsp","unsp",4.3
11.9,"430",FALSE,77.246,2003,"Black","Gasoline","unsp","unsp",4.3
11.995,"430",FALSE,130.532,2003,"Silver","Gasoline","Bose","Alloy",4.3
13.995,"430",FALSE,57.715,2003,"Silver","Gasoline","Premium","unsp",4.3
10.99,"430",FALSE,103.475,2004,"White","Gasoline","unsp","unsp",4.3
8.981,"430",FALSE,145.876,2004,"Black","Gasoline","unsp","Alloy",4.3
14.95,"500",FALSE,95.611,2004,"Black","Gasoline","Premium","unsp",5
12.998,"500",FALSE,85.991,2003,"Silver","Gasoline","Premium","Alloy",5
8.979,"500",FALSE,112.742,2003,"Other","Gasoline","Premium","Alloy",5
18.451,"500",FALSE,80.494,2006,"Other","Gasoline","Premium","Alloy",5
19.995,"500",FALSE,43.355,2006,"Other","Gasoline","unsp","Alloy",5
26.9,"550",TRUE,66.1,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
20.499,"550",FALSE,30,2007,"Other","Gasoline","unsp","Alloy",5.5
22.995,"550",FALSE,95.154,2007,"Silver","Gasoline","Harman Kardon","Alloy",5.5
38.988,"550",FALSE,59.216,2009,"Black","Gasoline","unsp","Alloy",5.5
39.989,"550",FALSE,60.304,2008,"Other","Gasoline","Harman Kardon","Alloy",5.5
31.981,"550",FALSE,63.896,2008,"Other","Gasoline","Premium","unsp",5.5
29.9,"550",FALSE,69.687,2008,"Other","Gasoline","Premium","Alloy",5.5
20.991,"550",FALSE,104.681,2007,"Black","Gasoline","Premium","Alloy",5.5
32.9,"550",FALSE,68.017,2007,"Silver","Gasoline","unsp","unsp",5.5
24.99,"550",FALSE,72,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
27.9,"550",FALSE,94.951,2007,"Other","Gasoline","unsp","Alloy",5.5
29.494,"550",TRUE,31.512,2007,"Other","Gasoline","Premium","Alloy",5.5
23,"550",FALSE,114.8,2008,"Black","Gasoline","Harman Kardon","Alloy",5.5
24.995,"550",FALSE,103.771,2007,"Black","Gasoline","unsp","Alloy",5.5
31.995,"550",FALSE,37.381,2007,"Silver","Gasoline","unsp","unsp",5.5
28.99,"550",FALSE,79.385,2007,"Other","Gasoline","unsp","unsp",5.5
31.888,"550",FALSE,36.532,2007,"Other","Gasoline","Premium","Alloy",5.5
29.955,"550",FALSE,79.835,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
31.998,"550",FALSE,72.448,2008,"Black","Gasoline","unsp","unsp",5.5
37.491,"550",FALSE,57.714,2009,"Black","Gasoline","Harman Kardon","unsp",5.5
21.25,"550",FALSE,93.975,2007,"Other","Gasoline","unsp","Alloy",5.5
27.995,"550",FALSE,114.595,2007,"Other","Gasoline","Premium","unsp",5.5
29.988,"550",FALSE,46.504,2007,"Other","Gasoline","unsp","unsp",5.5
30.995,"550",FALSE,73.494,2007,"Other","Gasoline","unsp","Alloy",5.5
24,"550",FALSE,89.661,2007,"Black","Gasoline","unsp","Alloy",5.5
24.95,"550",FALSE,92.878,2008,"Black","Gasoline","Harman Kardon","unsp",5.5
31.988,"550",FALSE,109.338,2008,"Black","Gasoline","unsp","Alloy",5.5
30.995,"550",FALSE,29.668,2008,"Silver","Gasoline","unsp","unsp",5.5
21.995,"550",FALSE,106.591,2007,"Silver","Gasoline","unsp","unsp",5.5
32.9,"550",FALSE,69.86,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
25.995,"550",FALSE,79.096,2008,"Black","Gasoline","unsp","unsp",5.5
31.994,"550",FALSE,61.812,2008,"White","Gasoline","Harman Kardon","unsp",5.5
18.995,"550",FALSE,98.786,2007,"Black","Gasoline","unsp","Alloy",5.5
28.231,"550",TRUE,66.438,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
27.995,"550",FALSE,86.559,2007,"Silver","Gasoline","unsp","Alloy",5.5
22.9,"550",FALSE,145.938,2007,"Silver","Gasoline","Premium","Alloy",5.5
33.998,"550",FALSE,50.04,2008,"White","Gasoline","Harman Kardon","Alloy",5.5
22.992,"550",FALSE,105.221,2007,"Black","Gasoline","unsp","unsp",5.5
28.791,"550",FALSE,68.427,2007,"Other","Gasoline","Premium","Alloy",5.5
23.88,"550",FALSE,67.273,2007,"Other","Gasoline","unsp","Alloy",5.5
20.999,"550",FALSE,108.519,2007,"Other","Gasoline","Harman Kardon","unsp",5.5
23.995,"550",FALSE,89.229,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
31.95,"550",FALSE,69,2008,"Silver","Gasoline","Harman Kardon","unsp",5.5
32.991,"550",FALSE,41.23,2007,"Other","Gasoline","unsp","Alloy",5.5
33.9,"550",FALSE,61.8,2007,"White","Gasoline","unsp","unsp",5.5
29.857,"550",FALSE,34.858,2007,"Silver","Gasoline","Premium","Alloy",5.5
24.995,"550",TRUE,98.26,2007,"Other","Gasoline","Harman Kardon","Alloy",5.5
41.995,"Other",FALSE,36.37,2007,"Black","Gasoline","unsp","unsp",5.5
31.495,"Other",FALSE,68.951,2007,"Black","Gasoline","Harman Kardon","unsp",5.5
35.995,"Other",FALSE,9.898,2009,"Black","Gasoline","unsp","unsp",5.5
36.99,"Other",FALSE,53.552,2007,"Black","Gasoline","Harman Kardon","Alloy",5.5
33.9,"Other",FALSE,61.51,2007,"Other","Gasoline","unsp","unsp",5.5
39.991,"Other",TRUE,17.225,2007,"Black","Gasoline","Premium","Alloy",5.5
49.995,"Other",FALSE,41.979,2008,"Other","Gasoline","Harman Kardon","Alloy",6.3
48.95,"Other",TRUE,38.937,2008,"White","Gasoline","Premium","unsp",6.3
